11.0,-46.0,-45.0,1.0,-45.81818181818182,-46.0,0.40451991747794525,6003.0,1141.0,1266.0,125.0,1199.3333333333333,1192.0,44.53088815642464,2.0,2.0
10.0,-47.0,-44.0,3.0,-45.9,-46.0,1.1005049346146119,6223.0,1181.0,1305.0,124.0,1246.0,1225.0,48.42372499980916,2.0,2.0
10.0,-47.0,-44.0,3.0,-45.0,-44.0,1.3333333333333333,5723.0,988.0,1253.0,265.0,1150.625,1134.5,81.41066532446119,2.0,2.0
10.0,-46.0,-44.0,2.0,-45.2,-45.5,0.9189365834726814,5695.0,1087.0,1282.0,195.0,1122.625,1099.5,65.62433673134207,2.0,2.0
10.0,-48.0,-45.0,3.0,-46.0,-45.5,1.1547005383792515,6190.0,1192.0,1278.0,86.0,1230.25,1230.0,30.844077921979494,2.0,2.0
10.0,-48.0,-46.0,2.0,-46.2,-46.0,0.6324555320336757,5907.0,1085.0,1275.0,190.0,1181.75,1143.5,77.75740662929985,2.0,2.0
8.0,-46.0,-46.0,0.0,-46.0,-46.0,0.0,5621.0,1215.0,1865.0,650.0,1450.1666666666667,1271.0,322.67718646763154,2.0,2.0
10.0,-46.0,-45.0,1.0,-45.7,-46.0,0.48304589153964794,6245.0,1210.0,1360.0,150.0,1235.75,1215.5,51.37745475539692,2.0,2.0
10.0,-47.0,-45.0,2.0,-45.5,-45.0,0.7071067811865476,5900.0,1109.0,1301.0,192.0,1180.5,1134.0,86.80190912976182,2.0,2.0
10.0,-47.0,-45.0,2.0,-45.7,-46.0,0.6749485577105528,5246.0,708.0,1145.0,437.0,1082.5,1134.0,151.55951212076963,2.0,2.0
10.0,-48.0,-44.0,4.0,-46.5,-47.0,1.1785113019775793,6105.0,1160.0,1264.0,104.0,1216.125,1214.5,42.820013678519196,2.0,2.0
10.0,-47.0,-44.0,3.0,-46.7,-47.0,0.9486832980505138,5804.0,1042.0,1240.0,198.0,1165.875,1209.0,73.68162690153594,2.0,2.0
10.0,-47.0,-44.0,3.0,-46.2,-47.0,1.3165611772087666,5501.0,1049.0,1173.0,124.0,1108.0,1102.0,45.31477211052232,2.0,2.0
10.0,-47.0,-44.0,3.0,-45.6,-45.0,1.2649110640673515,6113.0,1119.0,1361.0,242.0,1237.375,1227.5,86.74912514997321,2.0,2.0
10.0,-47.0,-45.0,2.0,-46.0,-46.0,0.9428090415820634,5761.0,1095.0,1221.0,126.0,1143.5,1133.5,46.17049150392798,2.0,2.0
8.0,-46.0,-45.0,1.0,-45.875,-46.0,0.3535533905932738,5022.0,1090.0,1381.0,291.0,1262.1666666666667,1275.5,99.65824936585364,2.0,2.0
10.0,-46.0,-46.0,0.0,-46.0,-46.0,0.0,6476.0,1111.0,1686.0,575.0,1269.375,1216.5,174.04674043814455,2.0,2.0
10.0,-47.0,-46.0,1.0,-46.5,-46.5,0.5270462766947299,5804.0,1104.0,1236.0,132.0,1158.625,1120.0,58.34365554931524,2.0,2.0
10.0,-47.0,-45.0,2.0,-46.4,-47.0,0.8432740427115679,6022.0,1117.0,1275.0,158.0,1206.625,1230.0,66.26125241367365,2.0,2.0
10.0,-47.0,-45.0,2.0,-45.8,-46.0,0.6324555320336758,5887.0,1100.0,1243.0,143.0,1170.875,1151.0,62.6793141999131,2.0,2.0
10.0,-46.0,-45.0,1.0,-45.4,-45.0,0.5163977794943222,5730.0,808.0,1331.0,523.0,1114.875,1162.5,203.1708904205662,2.0,2.0
10.0,-47.0,-45.0,2.0,-45.9,-46.0,0.5676462121975466,5793.0,1034.0,1279.0,245.0,1137.125,1135.0,93.44736868572444,2.0,2.0
11.0,-54.0,-53.0,1.0,-53.63636363636363,-54.0,0.5045249791095129,5582.0,1059.0,1246.0,187.0,1102.0,1089.0,57.05260730238365,2.0,5.0
10.0,-54.0,-54.0,0.0,-54.0,-54.0,0.0,6177.0,1097.0,1323.0,226.0,1233.0,1266.0,90.09201645302112,2.0,5.0
10.0,-54.0,-54.0,0.0,-54.0,-54.0,0.0,6078.0,1123.0,1269.0,146.0,1228.25,1240.0,48.96281387805589,2.0,5.0
8.0,-54.0,-54.0,0.0,-54.0,-54.0,0.0,5051.0,1216.0,1304.0,88.0,1264.0,1266.0,30.672463220289302,2.0,5.0
10.0,-54.0,-53.0,1.0,-53.3,-53.0,0.4830458915396479,5399.0,715.0,1253.0,538.0,1128.5,1188.0,181.95289814360513,2.0,5.0
10.0,-56.0,-53.0,3.0,-53.3,-53.0,0.9486832980505138,5921.0,1112.0,1258.0,146.0,1178.125,1165.0,54.26505715993883,2.0,5.0
10.0,-53.0,-53.0,0.0,-53.0,-53.0,0.0,6171.0,1200.0,1290.0,90.0,1233.875,1214.0,38.42409028572718,2.0,5.0
