06:a1:51:16:61:2b,-40,2412,2.0,1442434393098
04:a1:51:16:61:2a,-40,2412,2.0,1442434393098
06:a1:51:16:61:2b,-42,2412,2.0,1442434394239
04:a1:51:16:61:2a,-42,2412,2.0,1442434394240
06:a1:51:16:61:2b,-42,2412,2.0,1442434395430
04:a1:51:16:61:2a,-42,2412,2.0,1442434395431
06:a1:51:16:61:2b,-40,2412,2.0,1442434396623
04:a1:51:16:61:2a,-40,2412,2.0,1442434396623
06:a1:51:16:61:2b,-42,2412,2.0,1442434397888
04:a1:51:16:61:2a,-42,2412,2.0,1442434397889
06:a1:51:16:61:2b,-40,2412,2.0,1442434399099
04:a1:51:16:61:2a,-40,2412,2.0,1442434399102
06:a1:51:16:61:2b,-40,2412,2.0,1442434400282
04:a1:51:16:61:2a,-41,2412,2.0,1442434400283
06:a1:51:16:61:2b,-41,2412,2.0,1442434401508
04:a1:51:16:61:2a,-41,2412,2.0,1442434401508
06:a1:51:16:61:2b,-40,2412,2.0,1442434402723
06:a1:51:16:61:2b,-39,2412,2.0,1442434404027
04:a1:51:16:61:2a,-39,2412,2.0,1442434404028
06:a1:51:16:61:2b,-40,2412,2.0,1442434405324
04:a1:51:16:61:2a,-39,2412,2.0,1442434405326
06:a1:51:16:61:2b,-39,2412,2.0,1442434406579
04:a1:51:16:61:2a,-40,2412,2.0,1442434406579
06:a1:51:16:61:2b,-41,2412,2.0,1442434407712
04:a1:51:16:61:2a,-40,2412,2.0,1442434407713
06:a1:51:16:61:2b,-40,2412,2.0,1442434408927
04:a1:51:16:61:2a,-41,2412,2.0,1442434408928
06:a1:51:16:61:2b,-40,2412,2.0,1442434410058
04:a1:51:16:61:2a,-40,2412,2.0,1442434410061
06:a1:51:16:61:2b,-40,2412,2.0,1442434411047
04:a1:51:16:61:2a,-41,2412,2.0,1442434411050
06:a1:51:16:61:2b,-40,2412,2.0,1442434412331
04:a1:51:16:61:2a,-40,2412,2.0,1442434412332
06:a1:51:16:61:2b,-38,2412,2.0,1442434413428
04:a1:51:16:61:2a,-39,2412,2.0,1442434413428
06:a1:51:16:61:2b,-37,2412,2.0,1442434414530
04:a1:51:16:61:2a,-36,2412,2.0,1442434414531
06:a1:51:16:61:2b,-41,2412,2.0,1442434415617
04:a1:51:16:61:2a,-41,2412,2.0,1442434415618
06:a1:51:16:61:2b,-41,2412,2.0,1442434416745
04:a1:51:16:61:2a,-40,2412,2.0,1442434416746
06:a1:51:16:61:2b,-39,2412,2.0,1442434418024
04:a1:51:16:61:2a,-39,2412,2.0,1442434418024
06:a1:51:16:61:2b,-39,2412,2.0,1442434419214
04:a1:51:16:61:2a,-38,2412,2.0,1442434419216
06:a1:51:16:61:2b,-37,2412,2.0,1442434420456
04:a1:51:16:61:2a,-37,2412,2.0,1442434420457
06:a1:51:16:61:2b,-39,2412,2.0,1442434421673
04:a1:51:16:61:2a,-39,2412,2.0,1442434421675
06:a1:51:16:61:2b,-39,2412,2.0,1442434422931
04:a1:51:16:61:2a,-39,2412,2.0,1442434422939
06:a1:51:16:61:2b,-39,2412,2.0,1442434424215
04:a1:51:16:61:2a,-39,2412,2.0,1442434424215
06:a1:51:16:61:2b,-37,2412,2.0,1442434425487
04:a1:51:16:61:2a,-38,2412,2.0,1442434425487
06:a1:51:16:61:2b,-39,2412,2.0,1442434426616
04:a1:51:16:61:2a,-40,2412,2.0,1442434426619
06:a1:51:16:61:2b,-37,2412,2.0,1442434427761
04:a1:51:16:61:2a,-38,2412,2.0,1442434427762
06:a1:51:16:61:2b,-39,2412,2.0,1442434428846
04:a1:51:16:61:2a,-39,2412,2.0,1442434428855
06:a1:51:16:61:2b,-40,2412,2.0,1442434430160
04:a1:51:16:61:2a,-39,2412,2.0,1442434430161
06:a1:51:16:61:2b,-38,2412,2.0,1442434432020
04:a1:51:16:61:2a,-39,2412,2.0,1442434432026
06:a1:51:16:61:2b,-37,2412,2.0,1442434433239
04:a1:51:16:61:2a,-39,2412,2.0,1442434433241
06:a1:51:16:61:2b,-39,2412,2.0,1442434434474
04:a1:51:16:61:2a,-39,2412,2.0,1442434434476
06:a1:51:16:61:2b,-38,2412,2.0,1442434435719
04:a1:51:16:61:2a,-39,2412,2.0,1442434435720
06:a1:51:16:61:2b,-37,2412,2.0,1442434436936
04:a1:51:16:61:2a,-39,2412,2.0,1442434436937
06:a1:51:16:61:2b,-39,2412,2.0,1442434438150
04:a1:51:16:61:2a,-37,2412,2.0,1442434438151
06:a1:51:16:61:2b,-37,2412,2.0,1442434439360
04:a1:51:16:61:2a,-39,2412,2.0,1442434439361
06:a1:51:16:61:2b,-38,2412,2.0,1442434440719
04:a1:51:16:61:2a,-39,2412,2.0,1442434440723
06:a1:51:16:61:2b,-37,2412,2.0,1442434441969
04:a1:51:16:61:2a,-37,2412,2.0,1442434441970
06:a1:51:16:61:2b,-39,2412,2.0,1442434443270
04:a1:51:16:61:2a,-39,2412,2.0,1442434443270
06:a1:51:16:61:2b,-39,2412,2.0,1442434444403
04:a1:51:16:61:2a,-39,2412,2.0,1442434444404
06:a1:51:16:61:2b,-40,2412,2.0,1442434445512
04:a1:51:16:61:2a,-39,2412,2.0,1442434445513
06:a1:51:16:61:2b,-39,2412,2.0,1442434446617
04:a1:51:16:61:2a,-38,2412,2.0,1442434446628
06:a1:51:16:61:2b,-39,2412,2.0,1442434447751
04:a1:51:16:61:2a,-40,2412,2.0,1442434447753
06:a1:51:16:61:2b,-41,2412,2.0,1442434448893
04:a1:51:16:61:2a,-41,2412,2.0,1442434448894
06:a1:51:16:61:2b,-40,2412,2.0,1442434450020
04:a1:51:16:61:2a,-41,2412,2.0,1442434450021
06:a1:51:16:61:2b,-39,2412,2.0,1442434451145
04:a1:51:16:61:2a,-38,2412,2.0,1442434451166
06:a1:51:16:61:2b,-38,2412,2.0,1442434451871
04:a1:51:16:61:2a,-40,2412,2.0,1442434451874
06:a1:51:16:61:2b,-39,2412,2.0,1442434453126
04:a1:51:16:61:2a,-40,2412,2.0,1442434453127
06:a1:51:16:61:2b,-40,2412,2.0,1442434454287
04:a1:51:16:61:2a,-40,2412,2.0,1442434454287
06:a1:51:16:61:2b,-40,2412,2.0,1442434455486
04:a1:51:16:61:2a,-40,2412,2.0,1442434455487
06:a1:51:16:61:2b,-40,2412,2.0,1442434456749
04:a1:51:16:61:2a,-40,2412,2.0,1442434456751
06:a1:51:16:61:2b,-39,2412,2.0,1442434457976
04:a1:51:16:61:2a,-40,2412,2.0,1442434457980
06:a1:51:16:61:2b,-40,2412,2.0,1442434459219
04:a1:51:16:61:2a,-39,2412,2.0,1442434459220
06:a1:51:16:61:2b,-40,2412,2.0,1442434460434
04:a1:51:16:61:2a,-40,2412,2.0,1442434460434
06:a1:51:16:61:2b,-40,2412,2.0,1442434461642
04:a1:51:16:61:2a,-40,2412,2.0,1442434461643
06:a1:51:16:61:2b,-39,2412,2.0,1442434462741
04:a1:51:16:61:2a,-39,2412,2.0,1442434462743
06:a1:51:16:61:2b,-39,2412,2.0,1442434463781
04:a1:51:16:61:2a,-40,2412,2.0,1442434463786
06:a1:51:16:61:2b,-40,2412,2.0,1442434464835
04:a1:51:16:61:2a,-41,2412,2.0,1442434464835
06:a1:51:16:61:2b,-40,2412,2.0,1442434466006
04:a1:51:16:61:2a,-40,2412,2.0,1442434466007
06:a1:51:16:61:2b,-39,2412,2.0,1442434467082
04:a1:51:16:61:2a,-41,2412,2.0,1442434467083
06:a1:51:16:61:2b,-40,2412,2.0,1442434468198
04:a1:51:16:61:2a,-40,2412,2.0,1442434468198
06:a1:51:16:61:2b,-40,2412,2.0,1442434469280
04:a1:51:16:61:2a,-40,2412,2.0,1442434469294
06:a1:51:16:61:2b,-41,2412,2.0,1442434470501
04:a1:51:16:61:2a,-40,2412,2.0,1442434470502
06:a1:51:16:61:2b,-40,2412,2.0,1442434471679
04:a1:51:16:61:2a,-41,2412,2.0,1442434471680
06:a1:51:16:61:2b,-40,2412,2.0,1442434473040
04:a1:51:16:61:2a,-40,2412,2.0,1442434473041
06:a1:51:16:61:2b,-39,2412,2.0,1442434474287
04:a1:51:16:61:2a,-39,2412,2.0,1442434474288
06:a1:51:16:61:2b,-40,2412,2.0,1442434475403
04:a1:51:16:61:2a,-40,2412,2.0,1442434475408
06:a1:51:16:61:2b,-40,2412,2.0,1442434476560
04:a1:51:16:61:2a,-41,2412,2.0,1442434476561
06:a1:51:16:61:2b,-40,2412,2.0,1442434477675
04:a1:51:16:61:2a,-41,2412,2.0,1442434477675
06:a1:51:16:61:2b,-40,2412,2.0,1442434478853
04:a1:51:16:61:2a,-40,2412,2.0,1442434478853
06:a1:51:16:61:2b,-41,2412,2.0,1442434479948
04:a1:51:16:61:2a,-41,2412,2.0,1442434479948
06:a1:51:16:61:2b,-40,2412,2.0,1442434481165
04:a1:51:16:61:2a,-41,2412,2.0,1442434481171
06:a1:51:16:61:2b,-40,2412,2.0,1442434482551
04:a1:51:16:61:2a,-41,2412,2.0,1442434482552
06:a1:51:16:61:2b,-41,2412,2.0,1442434483863
04:a1:51:16:61:2a,-40,2412,2.0,1442434483864
06:a1:51:16:61:2b,-41,2412,2.0,1442434485103
04:a1:51:16:61:2a,-41,2412,2.0,1442434485103
06:a1:51:16:61:2b,-41,2412,2.0,1442434486192
04:a1:51:16:61:2a,-41,2412,2.0,1442434486193
06:a1:51:16:61:2b,-43,2412,2.0,1442434487303
04:a1:51:16:61:2a,-43,2412,2.0,1442434487304
06:a1:51:16:61:2b,-41,2412,2.0,1442434488556
04:a1:51:16:61:2a,-41,2412,2.0,1442434488558
06:a1:51:16:61:2b,-41,2412,2.0,1442434489764
04:a1:51:16:61:2a,-41,2412,2.0,1442434489774
06:a1:51:16:61:2b,-41,2412,2.0,1442434490982
04:a1:51:16:61:2a,-40,2412,2.0,1442434490983
06:a1:51:16:61:2b,-41,2412,2.0,1442434492668
04:a1:51:16:61:2a,-41,2412,2.0,1442434492670
06:a1:51:16:61:2b,-39,2412,2.0,1442434493905
04:a1:51:16:61:2a,-38,2412,2.0,1442434493906
06:a1:51:16:61:2b,-40,2412,2.0,1442434495023
04:a1:51:16:61:2a,-39,2412,2.0,1442434495025
06:a1:51:16:61:2b,-40,2412,2.0,1442434496249
04:a1:51:16:61:2a,-40,2412,2.0,1442434496250
06:a1:51:16:61:2b,-39,2412,2.0,1442434497370
04:a1:51:16:61:2a,-40,2412,2.0,1442434497370
06:a1:51:16:61:2b,-40,2412,2.0,1442434498470
04:a1:51:16:61:2a,-40,2412,2.0,1442434498478
06:a1:51:16:61:2b,-40,2412,2.0,1442434499594
04:a1:51:16:61:2a,-40,2412,2.0,1442434499595
06:a1:51:16:61:2b,-40,2412,2.0,1442434500729
04:a1:51:16:61:2a,-41,2412,2.0,1442434500731
06:a1:51:16:61:2b,-40,2412,2.0,1442434501959
04:a1:51:16:61:2a,-39,2412,2.0,1442434501960
06:a1:51:16:61:2b,-39,2412,2.0,1442434503225
04:a1:51:16:61:2a,-39,2412,2.0,1442434503226
06:a1:51:16:61:2b,-40,2412,2.0,1442434504493
04:a1:51:16:61:2a,-40,2412,2.0,1442434504502
06:a1:51:16:61:2b,-39,2412,2.0,1442434505666
04:a1:51:16:61:2a,-38,2412,2.0,1442434505666
06:a1:51:16:61:2b,-40,2412,2.0,1442434506764
04:a1:51:16:61:2a,-40,2412,2.0,1442434506766
06:a1:51:16:61:2b,-39,2412,2.0,1442434507903
04:a1:51:16:61:2a,-39,2412,2.0,1442434507904
06:a1:51:16:61:2b,-40,2412,2.0,1442434509145
04:a1:51:16:61:2a,-40,2412,2.0,1442434509146
06:a1:51:16:61:2b,-40,2412,2.0,1442434510388
04:a1:51:16:61:2a,-40,2412,2.0,1442434510389
06:a1:51:16:61:2b,-39,2412,2.0,1442434511717
04:a1:51:16:61:2a,-40,2412,2.0,1442434511719
06:a1:51:16:61:2b,-40,2412,2.0,1442434512527
04:a1:51:16:61:2a,-40,2412,2.0,1442434512528
06:a1:51:16:61:2b,-39,2412,2.0,1442434513641
04:a1:51:16:61:2a,-39,2412,2.0,1442434513641
06:a1:51:16:61:2b,-39,2412,2.0,1442434514904
04:a1:51:16:61:2a,-40,2412,2.0,1442434514907
06:a1:51:16:61:2b,-40,2412,2.0,1442434516110
04:a1:51:16:61:2a,-40,2412,2.0,1442434516126
06:a1:51:16:61:2b,-40,2412,2.0,1442434517404
04:a1:51:16:61:2a,-40,2412,2.0,1442434517405
06:a1:51:16:61:2b,-42,2412,2.0,1442434518600
04:a1:51:16:61:2a,-43,2412,2.0,1442434518600
06:a1:51:16:61:2b,-39,2412,2.0,1442434519633
04:a1:51:16:61:2a,-38,2412,2.0,1442434519634
06:a1:51:16:61:2b,-39,2412,2.0,1442434520706
04:a1:51:16:61:2a,-37,2412,2.0,1442434520709
06:a1:51:16:61:2b,-39,2412,2.0,1442434521915
06:a1:51:16:61:2b,-48,2412,5.0,1442434551497
04:a1:51:16:61:2a,-47,2412,5.0,1442434551498
06:a1:51:16:61:2b,-48,2412,5.0,1442434552557
04:a1:51:16:61:2a,-48,2412,5.0,1442434552557
06:a1:51:16:61:2b,-49,2412,5.0,1442434553647
06:a1:51:16:61:2b,-47,2412,5.0,1442434554756
04:a1:51:16:61:2a,-47,2412,5.0,1442434554757
06:a1:51:16:61:2b,-45,2412,5.0,1442434555834
04:a1:51:16:61:2a,-45,2412,5.0,1442434555834
06:a1:51:16:61:2b,-45,2412,5.0,1442434557078
04:a1:51:16:61:2a,-46,2412,5.0,1442434557082
06:a1:51:16:61:2b,-45,2412,5.0,1442434558298
04:a1:51:16:61:2a,-46,2412,5.0,1442434558300
